                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4709,                 1.7933,                 1.7189,                0.30354,                0.32417,                0.21477,                0.13362,                 1.9548,                 3.3175,                 2.1773,             0.00047435,             0.00047435,             0.00047435
                      2,                 1.4532,                 1.5975,                 1.7016,                0.55874,                0.15926,                0.13167,                0.06699,                 2.0464,                 4.9952,                 2.2639,             0.00094344,             0.00094344,             0.00094344
                      3,                  1.339,                 1.4094,                 1.6053,                0.69227,                 0.2881,                0.28998,                0.17186,                  1.795,                 3.6509,                 2.0198,              0.0014053,              0.0014053,              0.0014053
                      4,                 1.1927,                 1.2235,                 1.4999,                0.43433,                0.26924,                0.26736,                0.13665,                 1.9889,                  2.657,                 2.2256,              0.0013964,              0.0013964,              0.0013964
                      5,                 1.0714,                 1.0691,                 1.4105,                0.72659,                0.30847,                0.35165,                 0.2196,                 1.6616,                 2.4838,                  1.902,              0.0013855,              0.0013855,              0.0013855
                      6,                0.98205,                0.97303,                 1.3455,                0.42415,                0.39468,                0.34421,                0.21716,                 1.6328,                 2.0257,                 1.9045,              0.0013746,              0.0013746,              0.0013746
                      7,                0.90924,                0.87912,                 1.2891,                0.49643,                 0.4097,                0.38596,                0.22404,                 1.7119,                 1.9118,                 1.9055,              0.0013637,              0.0013637,              0.0013637
                      8,                0.84885,                0.81152,                  1.247,                0.47001,                0.37814,                0.37171,                0.22638,                 1.7036,                 1.8905,                 1.9218,              0.0013528,              0.0013528,              0.0013528
                      9,                0.80821,                0.78047,                 1.2221,                0.60314,                0.37272,                0.40422,                0.26834,                 1.4736,                 1.8912,                 1.7627,              0.0013419,              0.0013419,              0.0013419
                     10,                0.77753,                0.74918,                 1.2012,                0.63182,                0.39875,                0.42342,                0.27053,                 1.6228,                 1.8013,                 1.7998,              0.0013311,              0.0013311,              0.0013311
                     11,                0.73991,                0.71336,                 1.1791,                0.59804,                0.39788,                0.41911,                 0.2556,                 1.7036,                 1.6816,                 1.8556,              0.0013202,              0.0013202,              0.0013202
                     12,                0.70821,                0.67297,                 1.1594,                0.52488,                 0.4276,                0.43126,                0.28068,                   1.52,                 1.6251,                 1.7487,              0.0013093,              0.0013093,              0.0013093
                     13,                0.68504,                0.65801,                 1.1431,                0.51242,                0.45816,                0.45342,                0.31652,                 1.3797,                 1.6817,                 1.6092,              0.0012984,              0.0012984,              0.0012984
                     14,                0.67026,                0.64145,                 1.1373,                 0.6846,                0.41906,                0.44936,                0.27474,                 1.4857,                   1.68,                 1.7171,              0.0012875,              0.0012875,              0.0012875
                     15,                0.64736,                0.61812,                 1.1244,                0.48883,                0.45029,                0.42848,                 0.2734,                   1.49,                 1.5529,                 1.6818,              0.0012766,              0.0012766,              0.0012766
                     16,                0.62651,                0.59422,                 1.1074,                0.51814,                 0.4598,                  0.454,                 0.2879,                  1.458,                 1.6222,                 1.6847,              0.0012658,              0.0012658,              0.0012658
                     17,                0.62269,                0.58523,                 1.1038,                0.44805,                 0.4143,                0.41067,                0.26431,                 1.5441,                 1.7597,                 1.7186,              0.0012549,              0.0012549,              0.0012549
                     18,                0.60089,                0.56712,                 1.0891,                 0.6201,                0.46349,                0.49453,                0.31394,                 1.4811,                 1.4889,                 1.6642,               0.001244,               0.001244,               0.001244
                     19,                0.59278,                0.56372,                 1.0883,                0.55819,                0.47715,                0.48647,                 0.3099,                 1.4441,                 1.4457,                 1.6621,              0.0012331,              0.0012331,              0.0012331
                     20,                0.57061,                0.54126,                 1.0731,                0.58832,                0.49463,                0.48995,                0.30507,                 1.5134,                 1.5317,                  1.697,              0.0012222,              0.0012222,              0.0012222
                     21,                0.57804,                0.54862,                  1.082,                0.64026,                  0.461,                0.48622,                 0.2955,                 1.5719,                 1.5069,                 1.7183,              0.0012114,              0.0012114,              0.0012114
                     22,                0.55272,                0.52539,                 1.0662,                0.64193,                0.46515,                 0.5143,                0.33582,                 1.4383,                 1.3565,                  1.647,              0.0012005,              0.0012005,              0.0012005
                     23,                 0.5446,                0.50658,                  1.057,                0.58977,                0.47189,                0.48898,                0.31377,                 1.4488,                 1.4085,                 1.6516,              0.0011896,              0.0011896,              0.0011896
                     24,                0.52059,                0.49006,                 1.0412,                  0.547,                0.49355,                0.49567,                0.29988,                 1.5387,                 1.5324,                 1.7075,              0.0011787,              0.0011787,              0.0011787
                     25,                0.52716,                0.49916,                 1.0474,                0.57376,                0.50045,                0.49335,                0.32062,                 1.3922,                 1.4048,                 1.6266,              0.0011678,              0.0011678,              0.0011678
                     26,                0.51728,                0.48382,                 1.0383,                0.51776,                0.49886,                0.49323,                0.33411,                  1.391,                   1.46,                 1.6094,              0.0011569,              0.0011569,              0.0011569
                     27,                0.50532,                0.47133,                 1.0305,                0.61638,                0.42272,                0.47538,                0.28419,                 1.5445,                 1.4708,                 1.6938,              0.0011461,              0.0011461,              0.0011461
                     28,                0.51586,                0.48398,                 1.0398,                0.58999,                0.50271,                0.52077,                0.34181,                 1.3595,                 1.3906,                 1.6006,              0.0011352,              0.0011352,              0.0011352
                     29,                0.51023,                0.47107,                 1.0352,                0.58735,                0.50205,                0.53218,                0.35136,                 1.3591,                 1.2861,                  1.599,              0.0011243,              0.0011243,              0.0011243
                     30,                 0.5001,                0.46429,                 1.0292,                 0.5272,                 0.4795,                0.49782,                0.31101,                   1.48,                  1.376,                 1.6844,              0.0011134,              0.0011134,              0.0011134
                     31,                0.48696,                0.44349,                 1.0189,                0.57157,                0.49684,                0.51057,                0.32128,                 1.5026,                 1.3515,                 1.6622,              0.0011025,              0.0011025,              0.0011025
                     32,                0.48023,                0.44903,                 1.0161,                0.63014,                0.47388,                0.51385,                0.34399,                 1.3779,                  1.371,                 1.5828,              0.0010916,              0.0010916,              0.0010916
                     33,                0.46085,                0.41996,                0.99858,                0.57305,                0.50302,                0.52253,                0.33883,                 1.3969,                 1.3124,                 1.6285,              0.0010808,              0.0010808,              0.0010808
