                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.9254,                 7.0249,                 2.9415,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.070612,              0.0032653,              0.0032653
                      2,                 3.0762,                 3.3848,                 3.0994,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.040547,              0.0065333,              0.0065333
                      3,                 2.9472,                 3.3793,                 2.9855,                0.00328,                0.01451,                0.00108,                0.00038,                    nan,                    nan,                    nan,               0.010416,              0.0097353,              0.0097353
                      4,                 2.8393,                 3.3432,                 2.9955,                0.00239,                0.03172,                0.00059,                0.00016,                    nan,                    nan,                    nan,               0.009703,               0.009703,               0.009703
                      5,                 2.7149,                 3.3279,                 2.9752,                0.33443,                 0.0119,                0.01585,                0.00322,                    nan,                    nan,                    nan,               0.009604,               0.009604,               0.009604
                      6,                 2.6673,                 3.3026,                 2.9308,                0.33677,                 0.0291,                 0.0019,                0.00053,                    nan,                    nan,                    nan,               0.009505,               0.009505,               0.009505
                      7,                 2.6297,                 3.3258,                 2.8844,                0.00564,                 0.2586,                0.00629,                0.00163,                    nan,                    nan,                    nan,               0.009406,               0.009406,               0.009406
                      8,                 2.5188,                 3.3189,                 2.8372,                0.00544,                0.30175,                0.00444,                0.00161,                 2.8353,                 4.8093,                  3.561,               0.009307,               0.009307,               0.009307
                      9,                 2.5325,                  3.257,                 2.8095,                0.35665,                0.05979,                0.01424,                0.00373,                 2.9502,                 4.4006,                 3.5946,               0.009208,               0.009208,               0.009208
                     10,                 2.4998,                 3.1897,                 2.7601,                0.02886,                0.04532,                0.00983,                0.00251,                    nan,                    nan,                    nan,               0.009109,               0.009109,               0.009109
                     11,                 2.5123,                 3.1991,                 2.7108,                0.00477,                0.22593,                0.00484,                0.00169,                    nan,                    nan,                    nan,                0.00901,                0.00901,                0.00901
                     12,                 2.4391,                 3.1532,                 2.6508,                0.00887,                0.26953,                0.00933,                0.00286,                    nan,                    nan,                    nan,               0.008911,               0.008911,               0.008911
                     13,                 2.4286,                 3.1329,                 2.6465,                 0.6795,                0.02116,                0.00829,                0.00266,                 2.8123,                 4.7346,                  3.224,               0.008812,               0.008812,               0.008812
                     14,                 2.3823,                 3.0842,                 2.5911,                0.00554,                0.37865,                0.01001,                0.00405,                 2.7449,                 4.8208,                  3.233,               0.008713,               0.008713,               0.008713
