                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 1.1293,                 1.0784,                 1.4599,                0.66616,                0.62284,                0.63487,                0.43792,                 1.2874,                 1.3282,                  1.696,             0.00072164,             0.00072164,             0.00072164
                     52,                 1.1163,                 1.0633,                 1.4545,                0.67833,                0.63739,                0.63713,                0.44385,                 1.2994,                 1.2844,                 1.6905,              0.0007075,              0.0007075,              0.0007075
                     53,                 1.1277,                 1.0783,                 1.4482,                 0.6844,                  0.602,                0.63768,                0.44699,                  1.326,                 1.2882,                 1.7111,             0.00069335,             0.00069335,             0.00069335
                     54,                 1.1394,                 1.0722,                 1.4553,                0.72833,                0.61783,                0.66702,                0.46698,                 1.2602,                 1.2113,                  1.659,              0.0006792,              0.0006792,              0.0006792
                     55,                  1.088,                 1.0457,                 1.4291,                0.67677,                0.62612,                0.66604,                0.47422,                 1.2474,                 1.2527,                 1.6647,             0.00066506,             0.00066506,             0.00066506
                     56,                 1.0901,                 1.0409,                  1.426,                0.66897,                0.61761,                0.65452,                0.47386,                 1.2484,                  1.281,                 1.6495,             0.00065091,             0.00065091,             0.00065091
                     57,                 1.0927,                 1.0388,                 1.4402,                0.70841,                0.63274,                0.67193,                0.46609,                 1.2714,                 1.2383,                 1.6861,             0.00063676,             0.00063676,             0.00063676
                     58,                 1.0671,                 1.0112,                 1.4068,                0.69779,                0.64358,                0.67088,                0.47583,                 1.2696,                 1.2154,                 1.6843,             0.00062262,             0.00062262,             0.00062262
                     59,                 1.0853,                 1.0067,                 1.4211,                0.69861,                0.61213,                0.63427,                0.44733,                  1.282,                  1.282,                 1.7051,             0.00060847,             0.00060847,             0.00060847
                     60,                 1.0518,                0.99513,                 1.4097,                0.67994,                0.62055,                0.64666,                0.46126,                 1.2715,                 1.2883,                 1.7112,             0.00059432,             0.00059432,             0.00059432
                     61,                 1.0429,                0.97999,                 1.3882,                0.66021,                0.63743,                0.65191,                0.47249,                 1.2521,                 1.2021,                  1.668,             0.00058017,             0.00058017,             0.00058017
                     62,                 1.0351,                0.97367,                 1.3843,                0.71524,                0.65027,                0.67921,                0.48118,                 1.2764,                 1.2094,                 1.7196,             0.00056603,             0.00056603,             0.00056603
                     63,                 1.0319,                0.95897,                 1.3842,                0.74821,                 0.6231,                0.66993,                0.48241,                 1.2203,                 1.2082,                 1.6567,             0.00055188,             0.00055188,             0.00055188
                     64,                 1.0257,                0.93064,                 1.3759,                0.73618,                0.61764,                0.66806,                0.47874,                 1.2203,                 1.2243,                  1.646,             0.00053773,             0.00053773,             0.00053773
                     65,                 1.0082,                0.93127,                 1.3623,                0.72727,                 0.5948,                0.65348,                0.46982,                 1.2591,                 1.2182,                 1.6876,             0.00052359,             0.00052359,             0.00052359
                     66,                  1.003,                0.90222,                 1.3547,                0.70537,                0.62784,                0.65452,                0.47184,                 1.2151,                 1.1913,                 1.6462,             0.00050944,             0.00050944,             0.00050944
                     67,                 1.0211,                0.92243,                 1.3794,                0.69764,                0.62033,                0.65747,                0.47237,                 1.2265,                 1.1821,                 1.6589,             0.00049529,             0.00049529,             0.00049529
                     68,                 1.0068,                0.89391,                   1.36,                0.65013,                0.64312,                0.65305,                0.47929,                 1.2543,                 1.2061,                 1.6809,             0.00048114,             0.00048114,             0.00048114
                     69,                 0.9889,                 0.8977,                 1.3511,                0.68919,                0.62765,                0.65917,                0.47815,                 1.2726,                 1.1945,                 1.7107,               0.000467,               0.000467,               0.000467
                     70,                0.97425,                0.87557,                 1.3492,                0.69675,                0.62797,                0.66769,                0.47903,                 1.2412,                 1.1773,                  1.706,             0.00045285,             0.00045285,             0.00045285
                     71,                0.98175,                0.88048,                  1.346,                0.74525,                  0.606,                0.65767,                0.48178,                 1.2583,                 1.1926,                 1.6958,              0.0004387,              0.0004387,              0.0004387
                     72,                0.98169,                0.87126,                 1.3408,                0.69168,                0.61803,                0.65471,                0.47602,                 1.2627,                 1.2003,                 1.7456,             0.00042456,             0.00042456,             0.00042456
                     73,                0.96195,                0.87059,                 1.3298,                0.69803,                0.61971,                0.64638,                0.47285,                 1.2707,                 1.2433,                 1.7355,             0.00041041,             0.00041041,             0.00041041
                     74,                0.95461,                 0.8359,                 1.3272,                0.70214,                0.64397,                0.66666,                0.47966,                 1.2519,                 1.2047,                 1.6874,             0.00039626,             0.00039626,             0.00039626
                     75,                0.94658,                0.82325,                 1.3172,                0.69809,                0.64595,                0.66679,                0.47743,                 1.2952,                 1.1909,                 1.7286,             0.00038211,             0.00038211,             0.00038211
                     76,                0.95997,                0.82731,                 1.3285,                0.69082,                 0.6252,                0.67425,                0.47838,                 1.2876,                   1.19,                 1.7358,             0.00036797,             0.00036797,             0.00036797
                     77,                0.93549,                0.80099,                  1.297,                0.70993,                0.64795,                0.68457,                 0.4887,                 1.2453,                 1.1781,                 1.6892,             0.00035382,             0.00035382,             0.00035382
                     78,                0.93045,                0.81528,                 1.3002,                0.73469,                0.62131,                0.67775,                 0.4883,                 1.2677,                 1.1827,                 1.7451,             0.00033967,             0.00033967,             0.00033967
                     79,                  0.897,                0.77749,                 1.2881,                0.70799,                0.63913,                0.67321,                0.48728,                 1.2618,                 1.1364,                 1.7232,             0.00032553,             0.00032553,             0.00032553
                     80,                0.92227,                 0.8022,                 1.3034,                0.69257,                0.61352,                0.66178,                0.48289,                 1.2699,                 1.1984,                  1.727,             0.00031138,             0.00031138,             0.00031138
                     81,                0.91001,                0.79112,                 1.2941,                 0.7088,                0.59321,                0.65227,                0.48396,                 1.2776,                 1.2051,                 1.7355,             0.00029723,             0.00029723,             0.00029723
                     82,                0.88356,                 0.7718,                 1.2862,                0.66104,                0.62384,                0.66367,                0.48595,                 1.2588,                 1.1726,                 1.7145,             0.00028308,             0.00028308,             0.00028308
                     83,                0.88857,                0.75732,                 1.2713,                0.70514,                0.63165,                0.67047,                0.48511,                 1.2912,                 1.1768,                  1.769,             0.00026894,             0.00026894,             0.00026894
                     84,                0.87975,                0.74582,                 1.2624,                0.71826,                 0.5948,                0.66105,                0.48105,                 1.2884,                 1.1922,                 1.7695,             0.00025479,             0.00025479,             0.00025479
                     85,                0.88178,                0.74288,                 1.2616,                0.69718,                0.61253,                0.65835,                0.47894,                 1.2992,                 1.1729,                 1.7831,             0.00024064,             0.00024064,             0.00024064
                     86,                0.85492,                0.72669,                 1.2446,                0.71463,                0.59252,                0.65838,                0.48163,                 1.2633,                  1.165,                 1.7353,              0.0002265,              0.0002265,              0.0002265
                     87,                0.85165,                0.72727,                 1.2532,                0.66186,                0.63362,                0.65622,                0.47962,                 1.3193,                  1.184,                 1.8005,             0.00021235,             0.00021235,             0.00021235
                     88,                0.85835,                0.72464,                 1.2526,                0.67654,                0.62396,                0.65283,                0.47293,                 1.3012,                 1.1915,                 1.7797,              0.0001982,              0.0001982,              0.0001982
                     89,                0.84198,                0.71061,                 1.2439,                0.71743,                0.60455,                0.66121,                 0.4795,                 1.2924,                 1.1534,                 1.7503,             0.00018406,             0.00018406,             0.00018406
