                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.7682,                 4.7731,                  3.182,                0.18477,                0.16252,                0.15569,                0.08141,                 2.4552,                 3.4433,                 2.6696,             0.00046717,             0.00046717,             0.00046717
                      2,                 2.2034,                 2.7874,                 2.4199,                0.32571,                0.23253,                0.24065,                 0.1238,                 2.3482,                 3.0685,                 2.6577,             0.00093417,             0.00093417,             0.00093417
                      3,                 1.9985,                  2.516,                 2.4176,                0.64952,                0.26415,                0.26823,                0.15059,                 2.1748,                 2.4959,                 2.5836,              0.0013917,              0.0013917,              0.0013917
                      4,                 1.9086,                 2.2841,                 2.3468,                0.40765,                0.36175,                0.36321,                0.19685,                 2.0239,                 2.3184,                 2.4663,              0.0013866,              0.0013866,              0.0013866
                      5,                 1.8547,                 2.1917,                 2.3129,                0.38086,                0.29404,                0.30222,                0.16267,                 2.0436,                 2.7481,                  2.484,              0.0013724,              0.0013724,              0.0013724
                      6,                 1.8303,                 2.2301,                 2.2468,                0.78507,                0.29175,                0.38138,                0.22611,                 1.8576,                 2.1536,                 2.3264,              0.0013583,              0.0013583,              0.0013583
                      7,                 1.7148,                 2.0504,                 2.1776,                 0.4058,                0.42965,                0.40851,                0.24312,                 1.8637,                 1.9592,                  2.306,              0.0013441,              0.0013441,              0.0013441
                      8,                 1.7826,                 2.0615,                 2.2191,                0.41579,                0.41082,                0.39196,                  0.231,                 1.7949,                 1.9825,                 2.2597,                0.00133,                0.00133,                0.00133
                      9,                 1.7063,                 2.0019,                 2.1653,                  0.386,                0.44711,                0.42485,                 0.2505,                  1.812,                 1.9247,                 2.2496,              0.0013158,              0.0013158,              0.0013158
                     10,                 1.6655,                 1.9108,                 2.1106,                0.43274,                0.44394,                0.41522,                0.24769,                 1.7934,                 2.0447,                 2.2314,              0.0013017,              0.0013017,              0.0013017
                     11,                 1.5856,                 1.7976,                 2.0238,                0.43047,                0.48295,                0.45216,                0.27519,                 1.7073,                 1.8733,                 2.1321,              0.0012875,              0.0012875,              0.0012875
                     12,                 1.5974,                 1.8095,                 2.0381,                0.43629,                0.50899,                0.45789,                0.27955,                  1.699,                 1.7561,                  2.101,              0.0012734,              0.0012734,              0.0012734
                     13,                  1.534,                 1.7104,                 1.9654,                0.50617,                0.47848,                0.47971,                0.29944,                 1.6688,                 1.7301,                 2.0659,              0.0012592,              0.0012592,              0.0012592
                     14,                 1.5172,                 1.7168,                 1.9508,                0.43982,                0.51596,                0.48561,                0.30525,                 1.6704,                 1.7178,                 2.0923,              0.0012451,              0.0012451,              0.0012451
                     15,                 1.5237,                 1.7364,                 1.9683,                0.49513,                0.50354,                0.48581,                0.30168,                 1.6815,                 1.7432,                  2.072,              0.0012309,              0.0012309,              0.0012309
                     16,                 1.4735,                 1.6495,                 1.9246,                0.53438,                 0.5139,                0.51298,                0.32688,                 1.6296,                  1.649,                 2.0217,              0.0012168,              0.0012168,              0.0012168
                     17,                 1.4328,                 1.6229,                 1.8922,                0.45457,                0.51558,                0.48998,                0.30749,                 1.7267,                 1.6534,                 2.1073,              0.0012026,              0.0012026,              0.0012026
