                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.2575,                  1.229,                 1.5611,                0.68746,                0.56144,                0.59367,                 0.3879,                 1.4362,                 1.3705,                 1.6677,             0.00096215,             0.00096215,             0.00096215
                     35,                 1.2516,                 1.2171,                 1.5579,                0.74218,                0.55896,                0.61738,                0.40368,                 1.4042,                 1.2673,                 1.6346,               0.000948,               0.000948,               0.000948
                     36,                 1.2561,                 1.2301,                  1.555,                0.64758,                0.56804,                0.60083,                 0.3978,                 1.4012,                 1.2779,                 1.6454,             0.00093385,             0.00093385,             0.00093385
                     37,                 1.2359,                   1.21,                 1.5423,                0.66881,                0.59712,                0.61871,                0.41006,                 1.3958,                 1.2764,                 1.6208,              0.0009197,              0.0009197,              0.0009197
                     38,                 1.2143,                 1.1673,                 1.5282,                0.65886,                0.54593,                0.58419,                0.39289,                 1.4284,                  1.308,                 1.6633,             0.00090556,             0.00090556,             0.00090556
                     39,                 1.1992,                 1.1553,                 1.5086,                0.61353,                0.62328,                0.61845,                0.41931,                 1.3384,                 1.2205,                  1.606,             0.00089141,             0.00089141,             0.00089141
                     40,                 1.1936,                 1.1427,                 1.5078,                0.64485,                0.56526,                 0.5864,                 0.3819,                 1.4097,                 1.3663,                 1.6562,             0.00087726,             0.00087726,             0.00087726
                     41,                 1.1886,                  1.111,                 1.4949,                0.65836,                0.57336,                0.60332,                0.41659,                  1.367,                 1.2272,                 1.6589,             0.00086312,             0.00086312,             0.00086312
                     42,                 1.1671,                 1.1136,                  1.498,                0.67178,                0.56648,                0.61118,                 0.4116,                 1.3637,                  1.249,                  1.637,             0.00084897,             0.00084897,             0.00084897
                     43,                 1.1528,                 1.0768,                 1.4814,                0.68232,                0.56154,                0.60214,                0.40958,                 1.3721,                 1.2852,                 1.6427,             0.00083482,             0.00083482,             0.00083482
                     44,                 1.1486,                 1.0821,                 1.4748,                0.68771,                0.55476,                0.60348,                0.41838,                 1.3265,                 1.2473,                 1.6015,             0.00082067,             0.00082067,             0.00082067
                     45,                 1.1383,                 1.0723,                 1.4651,                 0.6407,                0.57971,                0.59434,                0.41528,                 1.3192,                 1.2578,                 1.5886,             0.00080653,             0.00080653,             0.00080653
