                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.3041,                 1.1837,                 1.5309,                0.60503,                0.54363,                 0.5707,                0.36541,                 1.3428,                 1.2694,                 1.5682,              0.0011107,              0.0011107,              0.0011107
                     47,                 1.3127,                 1.1916,                   1.54,                0.56517,                0.59552,                0.59423,                0.40696,                  1.211,                 1.1847,                 1.4972,              0.0011036,              0.0011036,              0.0011036
                     48,                 1.2871,                   1.18,                 1.5171,                 0.6396,                0.55013,                0.57512,                0.38298,                   1.27,                 1.2148,                 1.5589,              0.0010965,              0.0010965,              0.0010965
                     49,                 1.2534,                  1.143,                 1.5055,                0.61806,                0.55897,                0.59748,                0.39997,                 1.2556,                 1.2122,                 1.5099,              0.0010895,              0.0010895,              0.0010895
                     50,                 1.2562,                 1.1358,                 1.4987,                0.60993,                0.57093,                0.59076,                0.40058,                 1.2131,                 1.2225,                 1.5163,              0.0010824,              0.0010824,              0.0010824
                     51,                 1.2511,                 1.1309,                 1.4938,                0.61729,                0.56593,                0.59038,                0.39772,                 1.2556,                 1.2541,                  1.535,              0.0010753,              0.0010753,              0.0010753
                     52,                 1.2349,                 1.1055,                 1.4827,                0.62913,                 0.5473,                0.57841,                0.38704,                 1.2947,                 1.2299,                 1.5522,              0.0010682,              0.0010682,              0.0010682
                     53,                  1.231,                 1.1082,                 1.4894,                0.59446,                0.57642,                 0.5881,                0.40707,                 1.2269,                 1.1686,                 1.5226,              0.0010612,              0.0010612,              0.0010612
                     54,                 1.2376,                 1.0977,                  1.482,                 0.6116,                0.58124,                0.59044,                0.39964,                 1.2373,                 1.1828,                 1.5248,              0.0010541,              0.0010541,              0.0010541
                     55,                 1.2238,                 1.0752,                 1.4755,                0.64293,                0.52911,                0.58152,                0.39416,                 1.2458,                   1.19,                 1.5382,               0.001047,               0.001047,               0.001047
                     56,                 1.1912,                 1.0497,                 1.4607,                0.67502,                0.56147,                0.59592,                0.39645,                 1.2925,                  1.189,                 1.5678,                0.00104,                0.00104,                0.00104
                     57,                  1.202,                 1.0478,                 1.4533,                0.65935,                0.53854,                0.59586,                0.40157,                 1.2352,                 1.1942,                 1.5292,              0.0010329,              0.0010329,              0.0010329
                     58,                  1.201,                 1.0522,                 1.4533,                 0.5598,                 0.5578,                0.56231,                0.37988,                 1.2738,                 1.2139,                 1.5541,              0.0010258,              0.0010258,              0.0010258
                     59,                 1.1699,                 1.0182,                 1.4382,                0.62991,                0.58165,                0.58533,                0.40032,                 1.2322,                 1.1558,                 1.5334,              0.0010187,              0.0010187,              0.0010187
                     60,                 1.1893,                 1.0216,                 1.4396,                0.64325,                0.57884,                0.60574,                0.41941,                 1.2234,                 1.1483,                 1.5145,              0.0010117,              0.0010117,              0.0010117
                     61,                 1.1459,                0.99728,                 1.4121,                0.61931,                0.58076,                0.59489,                0.40462,                 1.2312,                 1.1919,                 1.5275,              0.0010046,              0.0010046,              0.0010046
                     62,                 1.1834,                  1.026,                 1.4474,                0.64582,                0.55749,                0.60399,                  0.415,                 1.2548,                 1.1524,                 1.5496,             0.00099751,             0.00099751,             0.00099751
